It.no.|   Time    |time step |SOR iterations | residual | SOR converged 
    1527 |  10.051803 | 0.005289 |      116      | 0.000989 | Yes 
    1528 |  10.057091 | 0.005289 |      63      | 0.000991 | Yes 
    1529 |  10.062380 | 0.005289 |      152      | 0.001000 | Yes 
    1530 |  10.067669 | 0.005289 |      319      | 0.000990 | Yes 
    1531 |  10.072958 | 0.005289 |      361      | 0.000990 | Yes 
    1532 |  10.078246 | 0.005289 |      359      | 0.000987 | Yes 
    1533 |  10.083535 | 0.005289 |      303      | 0.000994 | Yes 
    1534 |  10.088824 | 0.005289 |      86      | 0.000988 | Yes 
    1535 |  10.094112 | 0.005271 |      102      | 0.000996 | Yes 
    1536 |  10.099383 | 0.005236 |      211      | 0.000999 | Yes 
    1537 |  10.104619 | 0.005202 |      241      | 0.000990 | Yes 
    1538 |  10.109821 | 0.005168 |      255      | 0.000987 | Yes 
    1539 |  10.114989 | 0.005130 |      195      | 0.000996 | Yes 
    1540 |  10.120119 | 0.005130 |      286      | 0.000989 | Yes 
    1541 |  10.125249 | 0.005098 |      386      | 0.000994 | Yes 
    1542 |  10.130347 | 0.005066 |      386      | 0.000994 | Yes 
    1543 |  10.135413 | 0.005030 |      171      | 0.000999 | Yes 
    1544 |  10.140443 | 0.005030 |      32      | 0.000914 | Yes 
    1545 |  10.145473 | 0.005000 |      32      | 0.000953 | Yes 
    1546 |  10.150473 | 0.004985 |      174      | 0.000993 | Yes 
    1547 |  10.155458 | 0.004965 |      261      | 0.000991 | Yes 
    1548 |  10.160423 | 0.004965 |      179      | 0.000989 | Yes 
    1549 |  10.165388 | 0.004965 |      223      | 0.000994 | Yes 
    1550 |  10.170353 | 0.004965 |      251      | 0.000990 | Yes 
    1551 |  10.175318 | 0.004848 |      107      | 0.000995 | Yes 
    1552 |  10.180166 | 0.004965 |      43      | 0.000950 | Yes 
    1553 |  10.185131 | 0.004965 |      60      | 0.000998 | Yes 
    1554 |  10.190096 | 0.004965 |      86      | 0.000991 | Yes 
    1555 |  10.195061 | 0.004965 |      328      | 0.000995 | Yes 
    1556 |  10.200026 | 0.004965 |      299      | 0.000991 | Yes 
    1557 |  10.204991 | 0.004965 |      280      | 0.000989 | Yes 
    1558 |  10.209956 | 0.004965 |      254      | 0.000996 | Yes 
    1559 |  10.214921 | 0.004965 |      334      | 0.000993 | Yes 
    1560 |  10.219886 | 0.004965 |      321      | 0.000990 | Yes 
    1561 |  10.224851 | 0.004965 |      296      | 0.000992 | Yes 
    1562 |  10.229816 | 0.004965 |      45      | 0.000989 | Yes 
    1563 |  10.234781 | 0.004965 |      236      | 0.000995 | Yes 
    1564 |  10.239746 | 0.004965 |      204      | 0.000998 | Yes 
    1565 |  10.244711 | 0.004965 |      121      | 0.000997 | Yes 
    1566 |  10.249676 | 0.004965 |      132      | 0.000994 | Yes 
    1567 |  10.254641 | 0.004965 |      203      | 0.000997 | Yes 
    1568 |  10.259606 | 0.004965 |      180      | 0.000994 | Yes 
    1569 |  10.264571 | 0.004965 |      335      | 0.000992 | Yes 
    1570 |  10.269536 | 0.004965 |      209      | 0.000995 | Yes 
    1571 |  10.274501 | 0.004965 |      273      | 0.001000 | Yes 
    1572 |  10.279467 | 0.004965 |      334      | 0.000992 | Yes 
    1573 |  10.284432 | 0.004965 |      168      | 0.000993 | Yes 
    1574 |  10.289397 | 0.004965 |      231      | 0.000991 | Yes 
    1575 |  10.294362 | 0.004965 |      326      | 0.000989 | Yes 
    1576 |  10.299327 | 0.004965 |      310      | 0.000991 | Yes 
    1577 |  10.304292 | 0.004965 |      242      | 0.000997 | Yes 
    1578 |  10.309257 | 0.004965 |      162      | 0.001000 | Yes 
    1579 |  10.314222 | 0.004965 |      312      | 0.000992 | Yes 
    1580 |  10.319187 | 0.004965 |      222      | 0.000991 | Yes 
    1581 |  10.324152 | 0.004965 |      326      | 0.000988 | Yes 
    1582 |  10.329117 | 0.004965 |      228      | 0.000998 | Yes 
    1583 |  10.334082 | 0.004965 |      180      | 0.000998 | Yes 
    1584 |  10.339047 | 0.004965 |      344      | 0.000999 | Yes 
    1585 |  10.344012 | 0.004965 |      292      | 0.000994 | Yes 
    1586 |  10.348977 | 0.004965 |      195      | 0.000999 | Yes 
    1587 |  10.353942 | 0.004965 |      202      | 0.000989 | Yes 
    1588 |  10.358907 | 0.004965 |      229      | 0.000990 | Yes 
    1589 |  10.363872 | 0.004965 |      250      | 0.000992 | Yes 
    1590 |  10.368837 | 0.004965 |      136      | 0.000989 | Yes 
    1591 |  10.373802 | 0.004965 |      313      | 0.000989 | Yes 
    1592 |  10.378767 | 0.004965 |      323      | 0.000987 | Yes 
    1593 |  10.383732 | 0.004965 |      226      | 0.000999 | Yes 
    1594 |  10.388697 | 0.004965 |      328      | 0.000996 | Yes 
    1595 |  10.393662 | 0.004965 |      345      | 0.000989 | Yes 
    1596 |  10.398627 | 0.004965 |      141      | 0.000989 | Yes 
    1597 |  10.403593 | 0.004965 |      112      | 0.000995 | Yes 
    1598 |  10.408558 | 0.004965 |      173      | 0.000989 | Yes 
    1599 |  10.413523 | 0.004965 |      341      | 0.000991 | Yes 
    1600 |  10.418488 | 0.004965 |      195      | 0.000997 | Yes 
    1601 |  10.423453 | 0.004965 |      356      | 0.000995 | Yes 
    1602 |  10.428418 | 0.004965 |      379      | 0.000989 | Yes 
    1603 |  10.433383 | 0.004965 |      37      | 0.000971 | Yes 
    1604 |  10.438348 | 0.004965 |      136      | 0.000990 | Yes 
    1605 |  10.443313 | 0.004965 |      153      | 0.000990 | Yes 
    1606 |  10.448278 | 0.004965 |      40      | 0.000915 | Yes 
    1607 |  10.453243 | 0.004965 |      204      | 0.000988 | Yes 
    1608 |  10.458208 | 0.004965 |      213      | 0.000994 | Yes 
    1609 |  10.463173 | 0.004965 |      39      | 0.000973 | Yes 
    1610 |  10.468138 | 0.004965 |      143      | 0.000993 | Yes 
    1611 |  10.473103 | 0.004965 |      87      | 0.000996 | Yes 
    1612 |  10.478068 | 0.004965 |      214      | 0.000996 | Yes 
    1613 |  10.483033 | 0.004965 |      194      | 0.000995 | Yes 
    1614 |  10.487998 | 0.004965 |      273      | 0.000989 | Yes 
    1615 |  10.492963 | 0.004965 |      199      | 0.000997 | Yes 
    1616 |  10.497928 | 0.004965 |      367      | 0.000996 | Yes 
    1617 |  10.502893 | 0.004965 |      300      | 0.000998 | Yes 
    1618 |  10.507858 | 0.004965 |      240      | 0.000988 | Yes 
    1619 |  10.512823 | 0.004965 |      266      | 0.000995 | Yes 
    1620 |  10.517788 | 0.004965 |      225      | 0.000988 | Yes 
    1621 |  10.522753 | 0.004965 |      244      | 0.000999 | Yes 
    1622 |  10.527718 | 0.004965 |      314      | 0.000989 | Yes 
    1623 |  10.532684 | 0.004965 |      289      | 0.000992 | Yes 
    1624 |  10.537649 | 0.004965 |      133      | 0.000995 | Yes 
    1625 |  10.542614 | 0.004965 |      46      | 0.000982 | Yes 
    1626 |  10.547579 | 0.004965 |      237      | 0.000995 | Yes 
    1627 |  10.552544 | 0.004965 |      188      | 0.000999 | Yes 
    1628 |  10.557509 | 0.004965 |      259      | 0.000997 | Yes 
    1629 |  10.562474 | 0.004965 |      363      | 0.000999 | Yes 
    1630 |  10.567439 | 0.004965 |      343      | 0.000989 | Yes 
    1631 |  10.572404 | 0.004965 |      62      | 0.000995 | Yes 
    1632 |  10.577369 | 0.004965 |      202      | 0.000998 | Yes 
    1633 |  10.582334 | 0.004965 |      83      | 0.000996 | Yes 
    1634 |  10.587299 | 0.004965 |      234      | 0.000988 | Yes 
    1635 |  10.592264 | 0.004965 |      110      | 0.000998 | Yes 
    1636 |  10.597229 | 0.004965 |      212      | 0.000999 | Yes 
    1637 |  10.602194 | 0.004965 |      165      | 0.000997 | Yes 
    1638 |  10.607159 | 0.004965 |      268      | 0.000992 | Yes 
    1639 |  10.612124 | 0.004965 |      227      | 0.000979 | Yes 
    1640 |  10.617089 | 0.004965 |      120      | 0.000990 | Yes 
    1641 |  10.622054 | 0.004965 |      245      | 0.000989 | Yes 
    1642 |  10.627019 | 0.004965 |      620      | 0.000994 | Yes 
    1643 |  10.631984 | 0.004965 |      356      | 0.000999 | Yes 
    1644 |  10.636949 | 0.004965 |      270      | 0.000981 | Yes 
    1645 |  10.641914 | 0.004965 |      179      | 0.000995 | Yes 
    1646 |  10.646879 | 0.004965 |      319      | 0.000996 | Yes 
    1647 |  10.651844 | 0.004965 |      252      | 0.000979 | Yes 
    1648 |  10.656809 | 0.004965 |      294      | 0.000995 | Yes 
    1649 |  10.661775 | 0.004965 |      622      | 0.001000 | Yes 
    1650 |  10.666740 | 0.004965 |      363      | 0.000980 | Yes 
    1651 |  10.671705 | 0.004965 |      299      | 0.000980 | Yes 
    1652 |  10.676670 | 0.004965 |      566      | 0.000991 | Yes 
    1653 |  10.681635 | 0.004965 |      323      | 0.000987 | Yes 
    1654 |  10.686600 | 0.004851 |      246      | 0.000979 | Yes 
    1655 |  10.691451 | 0.004082 |      171      | 0.000997 | Yes 
    1656 |  10.695534 | 0.003440 |      78      | 0.000973 | Yes 
    1657 |  10.698974 | 0.004403 |      192      | 0.000998 | Yes 
    1658 |  10.703377 | 0.004579 |      154      | 0.000978 | Yes 
    1659 |  10.707956 | 0.004965 |      120      | 0.000988 | Yes 
    1660 |  10.712921 | 0.004965 |      49      | 0.000970 | Yes 
    1661 |  10.717886 | 0.004965 |      188      | 0.000981 | Yes 
    1662 |  10.722851 | 0.004965 |      179      | 0.000998 | Yes 
    1663 |  10.727816 | 0.004965 |      149      | 0.000989 | Yes 
    1664 |  10.732781 | 0.004965 |      114      | 0.000994 | Yes 
    1665 |  10.737746 | 0.004965 |      195      | 0.000995 | Yes 
    1666 |  10.742711 | 0.004965 |      113      | 0.000990 | Yes 
    1667 |  10.747676 | 0.004965 |      135      | 0.000981 | Yes 
    1668 |  10.752641 | 0.004965 |      73      | 0.000977 | Yes 
    1669 |  10.757606 | 0.004965 |      120      | 0.000989 | Yes 
    1670 |  10.762571 | 0.004965 |      167      | 0.000989 | Yes 
    1671 |  10.767536 | 0.004965 |      388      | 0.000989 | Yes 
    1672 |  10.772502 | 0.004965 |      692      | 0.000989 | Yes 
    1673 |  10.777467 | 0.004965 |      424      | 0.000995 | Yes 
    1674 |  10.782432 | 0.004965 |      347      | 0.000997 | Yes 
    1675 |  10.787397 | 0.004965 |      216      | 0.000988 | Yes 
    1676 |  10.792362 | 0.004965 |      534      | 0.000989 | Yes 
    1677 |  10.797327 | 0.004965 |      453      | 0.000989 | Yes 
    1678 |  10.802292 | 0.004965 |      293      | 0.000999 | Yes 
    1679 |  10.807257 | 0.004965 |      363      | 0.000991 | Yes 
    1680 |  10.812222 | 0.004965 |      375      | 0.000994 | Yes 
    1681 |  10.817187 | 0.004965 |      242      | 0.000988 | Yes 
    1682 |  10.822152 | 0.004965 |      247      | 0.000997 | Yes 
    1683 |  10.827117 | 0.004965 |      252      | 0.000998 | Yes 
    1684 |  10.832082 | 0.004965 |      204      | 0.000996 | Yes 
    1685 |  10.837047 | 0.004965 |      67      | 0.000997 | Yes 
    1686 |  10.842012 | 0.004965 |      147      | 0.001000 | Yes 
    1687 |  10.846977 | 0.004965 |      194      | 0.000989 | Yes 
    1688 |  10.851942 | 0.004965 |      248      | 0.000989 | Yes 
    1689 |  10.856907 | 0.004965 |      317      | 0.000995 | Yes 
    1690 |  10.861872 | 0.004965 |      274      | 0.000997 | Yes 
    1691 |  10.866837 | 0.004965 |      369      | 0.000998 | Yes 
    1692 |  10.871802 | 0.004965 |      354      | 0.000990 | Yes 
    1693 |  10.876767 | 0.004965 |      212      | 0.000993 | Yes 
    1694 |  10.881732 | 0.004965 |      100      | 0.000993 | Yes 
    1695 |  10.886697 | 0.004965 |      153      | 0.000990 | Yes 
    1696 |  10.891662 | 0.004965 |      166      | 0.000994 | Yes 
    1697 |  10.896627 | 0.004965 |      142      | 0.000991 | Yes 
    1698 |  10.901593 | 0.004965 |      173      | 0.000987 | Yes 
    1699 |  10.906558 | 0.004965 |      247      | 0.000991 | Yes 
    1700 |  10.911523 | 0.004965 |      77      | 0.000985 | Yes 
    1701 |  10.916488 | 0.004965 |      75      | 0.000991 | Yes 
    1702 |  10.921453 | 0.004965 |      188      | 0.000987 | Yes 
    1703 |  10.926418 | 0.004965 |      346      | 0.000988 | Yes 
    1704 |  10.931383 | 0.004965 |      329      | 0.000989 | Yes 
    1705 |  10.936348 | 0.004965 |      179      | 0.000991 | Yes 
    1706 |  10.941313 | 0.004965 |      98      | 0.000993 | Yes 
    1707 |  10.946278 | 0.004965 |      220      | 0.000990 | Yes 
    1708 |  10.951243 | 0.004935 |      73      | 0.000990 | Yes 
    1709 |  10.956178 | 0.004965 |      107      | 0.001000 | Yes 
    1710 |  10.961143 | 0.004288 |      95      | 0.000992 | Yes 
    1711 |  10.965431 | 0.004299 |      198      | 0.000998 | Yes 
    1712 |  10.969730 | 0.004373 |      217      | 0.000990 | Yes 
    1713 |  10.974103 | 0.004312 |      195      | 0.000992 | Yes 
    1714 |  10.978415 | 0.004366 |      93      | 0.000998 | Yes 
    1715 |  10.982781 | 0.004462 |      279      | 0.000995 | Yes 
    1716 |  10.987243 | 0.004418 |      397      | 0.000992 | Yes 
    1717 |  10.991662 | 0.003587 |      390      | 0.000996 | Yes 
    1718 |  10.995248 | 0.004018 |      132      | 0.000988 | Yes 
    1719 |  10.999266 | 0.004010 |      86      | 0.000997 | Yes 
    1720 |  11.003277 | 0.004005 |      300      | 0.000994 | Yes 
    1721 |  11.007282 | 0.004000 |      145      | 0.000998 | Yes 
    1722 |  11.011282 | 0.003670 |      136      | 0.000991 | Yes 
    1723 |  11.014952 | 0.004122 |      280      | 0.000994 | Yes 
    1724 |  11.019074 | 0.004001 |      203      | 0.000999 | Yes 
    1725 |  11.023075 | 0.004052 |      242      | 0.000989 | Yes 
    1726 |  11.027127 | 0.004024 |      263      | 0.001000 | Yes 
    1727 |  11.031151 | 0.004078 |      190      | 0.000999 | Yes 
    1728 |  11.035229 | 0.004111 |      43      | 0.000976 | Yes 
    1729 |  11.039340 | 0.004723 |      173      | 0.000995 | Yes 
    1730 |  11.044063 | 0.004965 |      62      | 0.000987 | Yes 
    1731 |  11.049028 | 0.004291 |      410      | 0.000992 | Yes 
    1732 |  11.053319 | 0.004965 |      408      | 0.000999 | Yes 
    1733 |  11.058284 | 0.004965 |      377      | 0.000997 | Yes 
    1734 |  11.063249 | 0.004965 |      384      | 0.000995 | Yes 
    1735 |  11.068214 | 0.004965 |      181      | 0.000995 | Yes 
    1736 |  11.073179 | 0.004965 |      216      | 0.000992 | Yes 
    1737 |  11.078144 | 0.004965 |      365      | 0.000998 | Yes 
    1738 |  11.083109 | 0.004965 |      462      | 0.000989 | Yes 
    1739 |  11.088074 | 0.004965 |      454      | 0.001000 | Yes 
    1740 |  11.093039 | 0.004965 |      314      | 0.000998 | Yes 
    1741 |  11.098004 | 0.004965 |      278      | 0.000997 | Yes 
    1742 |  11.102969 | 0.004965 |      122      | 0.000988 | Yes 
    1743 |  11.107934 | 0.004965 |      350      | 0.000997 | Yes 
    1744 |  11.112899 | 0.004965 |      392      | 0.000999 | Yes 
    1745 |  11.117864 | 0.004965 |      146      | 0.000988 | Yes 
    1746 |  11.122829 | 0.004965 |      393      | 0.000990 | Yes 
    1747 |  11.127794 | 0.004965 |      355      | 0.000996 | Yes 
    1748 |  11.132759 | 0.004965 |      371      | 0.000989 | Yes 
    1749 |  11.137725 | 0.004965 |      460      | 0.000988 | Yes 
    1750 |  11.142690 | 0.004965 |      397      | 0.000993 | Yes 
    1751 |  11.147655 | 0.004965 |      437      | 0.000993 | Yes 
    1752 |  11.152620 | 0.002481 |      353      | 0.000998 | Yes 
    1753 |  11.155100 | 0.002481 |      435      | 0.000998 | Yes 
    1754 |  11.157581 | 0.004965 |      139      | 0.000989 | Yes 
    1755 |  11.162546 | 0.004965 |      419      | 0.000990 | Yes 
    1756 |  11.167511 | 0.004965 |      541      | 0.000992 | Yes 
    1757 |  11.172476 | 0.004965 |      549      | 0.000990 | Yes 
    1758 |  11.177441 | 0.004036 |      310      | 0.000997 | Yes 
    1759 |  11.181478 | 0.004036 |      393      | 0.000992 | Yes 
    1760 |  11.185514 | 0.003494 |      375      | 0.000995 | Yes 
    1761 |  11.189008 | 0.003324 |      361      | 0.000991 | Yes 
    1762 |  11.192332 | 0.003324 |      303      | 0.000995 | Yes 
    1763 |  11.195656 | 0.003324 |      262      | 0.000996 | Yes 
    1764 |  11.198981 | 0.003324 |      225      | 0.000999 | Yes 
    1765 |  11.202305 | 0.003324 |      350      | 0.000991 | Yes 
    1766 |  11.205629 | 0.003324 |      247      | 0.000993 | Yes 
    1767 |  11.208954 | 0.003324 |      265      | 0.000998 | Yes 
    1768 |  11.212278 | 0.003324 |      280      | 0.000994 | Yes 
    1769 |  11.215602 | 0.003324 |      201      | 0.001000 | Yes 
    1770 |  11.218927 | 0.003324 |      194      | 0.000992 | Yes 
    1771 |  11.222251 | 0.003324 |      425      | 0.000988 | Yes 
    1772 |  11.225575 | 0.003324 |      401      | 0.000992 | Yes 
    1773 |  11.228900 | 0.003324 |      297      | 0.000993 | Yes 
    1774 |  11.232224 | 0.003324 |      260      | 0.000994 | Yes 
    1775 |  11.235548 | 0.003324 |      120      | 0.000995 | Yes 
    1776 |  11.238873 | 0.003324 |      331      | 0.000999 | Yes 
    1777 |  11.242197 | 0.003324 |      145      | 0.000994 | Yes 
    1778 |  11.245521 | 0.003324 |      110      | 0.000988 | Yes 
    1779 |  11.248845 | 0.003324 |      271      | 0.000995 | Yes 
    1780 |  11.252170 | 0.003324 |      311      | 0.000993 | Yes 
    1781 |  11.255494 | 0.003324 |      323      | 0.000996 | Yes 
    1782 |  11.258818 | 0.003324 |      322      | 0.000991 | Yes 
    1783 |  11.262143 | 0.003324 |      339      | 0.000991 | Yes 
    1784 |  11.265467 | 0.003324 |      205      | 0.000989 | Yes 
    1785 |  11.268791 | 0.003324 |      338      | 0.000989 | Yes 
    1786 |  11.272116 | 0.003324 |      517      | 0.000996 | Yes 
    1787 |  11.275440 | 0.003324 |      515      | 0.000994 | Yes 
    1788 |  11.278764 | 0.003324 |      220      | 0.000997 | Yes 
    1789 |  11.282089 | 0.003324 |      259      | 0.000988 | Yes 
    1790 |  11.285413 | 0.003324 |      112      | 0.000994 | Yes 
    1791 |  11.288737 | 0.003324 |      345      | 0.000994 | Yes 
    1792 |  11.292062 | 0.003324 |      335      | 0.000994 | Yes 
    1793 |  11.295386 | 0.003324 |      396      | 0.000999 | Yes 
    1794 |  11.298710 | 0.003324 |      246      | 0.000988 | Yes 
    1795 |  11.302034 | 0.003324 |      388      | 0.000989 | Yes 
    1796 |  11.305359 | 0.003324 |      376      | 0.000991 | Yes 
    1797 |  11.308683 | 0.003324 |      168      | 0.000988 | Yes 
    1798 |  11.312007 | 0.003324 |      246      | 0.000999 | Yes 
    1799 |  11.315332 | 0.003324 |      219      | 0.000997 | Yes 
    1800 |  11.318656 | 0.003324 |      204      | 0.000989 | Yes 
    1801 |  11.321980 | 0.003324 |      322      | 0.000995 | Yes 
    1802 |  11.325305 | 0.003324 |      333      | 0.000989 | Yes 
    1803 |  11.328629 | 0.003324 |      100      | 0.000989 | Yes 
    1804 |  11.331953 | 0.003324 |      151      | 0.000999 | Yes 
    1805 |  11.335278 | 0.003324 |      208      | 0.000991 | Yes 
    1806 |  11.338602 | 0.003324 |      251      | 0.000996 | Yes 
    1807 |  11.341926 | 0.003324 |      331      | 0.000989 | Yes 
    1808 |  11.345250 | 0.003324 |      300      | 0.000993 | Yes 
    1809 |  11.348575 | 0.003324 |      486      | 0.000995 | Yes 
    1810 |  11.351899 | 0.003324 |      479      | 0.000991 | Yes 
    1811 |  11.355223 | 0.003324 |      241      | 0.000997 | Yes 
    1812 |  11.358548 | 0.003324 |      296      | 0.000987 | Yes 
    1813 |  11.361872 | 0.003324 |      82      | 0.000995 | Yes 
    1814 |  11.365196 | 0.003324 |      43      | 0.000983 | Yes 
    1815 |  11.368521 | 0.003324 |      229      | 0.000992 | Yes 
    1816 |  11.371845 | 0.003324 |      366      | 0.000994 | Yes 
    1817 |  11.375169 | 0.003324 |      390      | 0.000999 | Yes 
    1818 |  11.378494 | 0.003324 |      430      | 0.000989 | Yes 
    1819 |  11.381818 | 0.003324 |      259      | 0.000989 | Yes 
    1820 |  11.385142 | 0.003324 |      307      | 0.001000 | Yes 
    1821 |  11.388467 | 0.003324 |      287      | 0.000996 | Yes 
    1822 |  11.391791 | 0.003324 |      311      | 0.000998 | Yes 
    1823 |  11.395115 | 0.003324 |      307      | 0.000988 | Yes 
    1824 |  11.398439 | 0.003324 |      305      | 0.001000 | Yes 
    1825 |  11.401764 | 0.003324 |      341      | 0.000991 | Yes 
    1826 |  11.405088 | 0.003324 |      114      | 0.001000 | Yes 
    1827 |  11.408412 | 0.003324 |      188      | 0.000997 | Yes 
    1828 |  11.411737 | 0.003324 |      344      | 0.000995 | Yes 
    1829 |  11.415061 | 0.003324 |      310      | 0.000990 | Yes 
    1830 |  11.418385 | 0.003324 |      278      | 0.000990 | Yes 
    1831 |  11.421710 | 0.003324 |      258      | 0.001000 | Yes 
    1832 |  11.425034 | 0.003324 |      283      | 0.000997 | Yes 
    1833 |  11.428358 | 0.003324 |      263      | 0.000995 | Yes 
    1834 |  11.431683 | 0.003324 |      128      | 0.000999 | Yes 
    1835 |  11.435007 | 0.003324 |      293      | 0.000994 | Yes 
    1836 |  11.438331 | 0.003324 |      199      | 0.000994 | Yes 
    1837 |  11.441656 | 0.003324 |      332      | 0.000992 | Yes 
    1838 |  11.444980 | 0.003324 |      336      | 0.000993 | Yes 
    1839 |  11.448304 | 0.003324 |      286      | 0.000997 | Yes 
    1840 |  11.451628 | 0.004965 |      182      | 0.000999 | Yes 
    1841 |  11.456593 | 0.004965 |      347      | 0.000990 | Yes 
    1842 |  11.461559 | 0.004965 |      189      | 0.000997 | Yes 
    1843 |  11.466524 | 0.004965 |      281      | 0.000991 | Yes 
    1844 |  11.471489 | 0.004965 |      359      | 0.000996 | Yes 
    1845 |  11.476454 | 0.004965 |      239      | 0.000988 | Yes 
    1846 |  11.481419 | 0.004965 |      209      | 0.000992 | Yes 
    1847 |  11.486384 | 0.004965 |      282      | 0.000992 | Yes 
    1848 |  11.491349 | 0.004965 |      278      | 0.000995 | Yes 
    1849 |  11.496314 | 0.004965 |      577      | 0.000994 | Yes 
    1850 |  11.501279 | 0.004965 |      436      | 0.000996 | Yes 
    1851 |  11.506244 | 0.004965 |      239      | 0.000985 | Yes 
    1852 |  11.511209 | 0.004965 |      248      | 0.000992 | Yes 
    1853 |  11.516174 | 0.004965 |      210      | 0.000999 | Yes 
    1854 |  11.521139 | 0.004965 |      381      | 0.000998 | Yes 
    1855 |  11.526104 | 0.004965 |      332      | 0.000998 | Yes 
    1856 |  11.531069 | 0.004965 |      586      | 0.000988 | Yes 
    1857 |  11.536034 | 0.004965 |      582      | 0.000997 | Yes 
    1858 |  11.540999 | 0.004965 |      430      | 0.000989 | Yes 
    1859 |  11.545964 | 0.004965 |      413      | 0.000990 | Yes 
    1860 |  11.550929 | 0.004965 |      248      | 0.001000 | Yes 
    1861 |  11.555894 | 0.004965 |      431      | 0.000989 | Yes 
    1862 |  11.560859 | 0.004965 |      424      | 0.000993 | Yes 
    1863 |  11.565824 | 0.004965 |      307      | 0.000995 | Yes 
    1864 |  11.570789 | 0.004965 |      40      | 0.000986 | Yes 
    1865 |  11.575754 | 0.004965 |      134      | 0.000983 | Yes 
    1866 |  11.580719 | 0.004965 |      235      | 0.000989 | Yes 
    1867 |  11.585684 | 0.004965 |      190      | 0.000997 | Yes 
    1868 |  11.590650 | 0.004965 |      270      | 0.000996 | Yes 
    1869 |  11.595615 | 0.004965 |      41      | 0.000995 | Yes 
    1870 |  11.600580 | 0.004965 |      169      | 0.000988 | Yes 
    1871 |  11.605545 | 0.004965 |      176      | 0.000995 | Yes 
    1872 |  11.610510 | 0.004965 |      282      | 0.000996 | Yes 
    1873 |  11.615475 | 0.004965 |      167      | 0.000991 | Yes 
    1874 |  11.620440 | 0.004965 |      414      | 0.000992 | Yes 
    1875 |  11.625405 | 0.004965 |      368      | 0.000989 | Yes 
    1876 |  11.630370 | 0.004965 |      419      | 0.000992 | Yes 
    1877 |  11.635335 | 0.004965 |      350      | 0.000993 | Yes 
    1878 |  11.640300 | 0.004965 |      141      | 0.000990 | Yes 
    1879 |  11.645265 | 0.004965 |      192      | 0.000990 | Yes 
    1880 |  11.650230 | 0.004965 |      240      | 0.000995 | Yes 
    1881 |  11.655195 | 0.004965 |      272      | 0.000996 | Yes 
    1882 |  11.660160 | 0.004965 |      239      | 0.000988 | Yes 
    1883 |  11.665125 | 0.004965 |      292      | 0.000988 | Yes 
    1884 |  11.670090 | 0.004965 |      323      | 0.000988 | Yes 
    1885 |  11.675055 | 0.004965 |      137      | 0.000993 | Yes 
    1886 |  11.680020 | 0.004965 |      108      | 0.000997 | Yes 
    1887 |  11.684985 | 0.004965 |      392      | 0.000999 | Yes 
    1888 |  11.689950 | 0.004965 |      380      | 0.000993 | Yes 
    1889 |  11.694915 | 0.004965 |      413      | 0.000996 | Yes 
    1890 |  11.699880 | 0.004965 |      201      | 0.000999 | Yes 
    1891 |  11.704845 | 0.004965 |      280      | 0.000988 | Yes 
    1892 |  11.709810 | 0.004965 |      43      | 0.000898 | Yes 
    1893 |  11.714776 | 0.004965 |      236      | 0.000993 | Yes 
    1894 |  11.719741 | 0.004965 |      134      | 0.000997 | Yes 
    1895 |  11.724706 | 0.004965 |      220      | 0.000995 | Yes 
    1896 |  11.729671 | 0.004965 |      205      | 0.000992 | Yes 
    1897 |  11.734636 | 0.004965 |      237      | 0.000994 | Yes 
    1898 |  11.739601 | 0.004965 |      263      | 0.000998 | Yes 
    1899 |  11.744566 | 0.004965 |      231      | 0.000993 | Yes 
    1900 |  11.749531 | 0.004965 |      438      | 0.000991 | Yes 
    1901 |  11.754496 | 0.004965 |      393      | 0.000998 | Yes 
    1902 |  11.759461 | 0.004965 |      350      | 0.000999 | Yes 
    1903 |  11.764426 | 0.004965 |      255      | 0.000998 | Yes 
    1904 |  11.769391 | 0.004965 |      39      | 0.000976 | Yes 
    1905 |  11.774356 | 0.004965 |      157      | 0.000990 | Yes 
    1906 |  11.779321 | 0.004965 |      166      | 0.001000 | Yes 
    1907 |  11.784286 | 0.004965 |      271      | 0.000991 | Yes 
    1908 |  11.789251 | 0.004965 |      303      | 0.000987 | Yes 
    1909 |  11.794216 | 0.004965 |      258      | 0.000998 | Yes 
    1910 |  11.799181 | 0.004965 |      79      | 0.000983 | Yes 
    1911 |  11.804146 | 0.004965 |      138      | 0.000986 | Yes 
    1912 |  11.809111 | 0.004965 |      45      | 0.000986 | Yes 
    1913 |  11.814076 | 0.004965 |      192      | 0.000996 | Yes 
    1914 |  11.819041 | 0.004965 |      381      | 0.000993 | Yes 
    1915 |  11.824006 | 0.004965 |      599      | 0.000996 | Yes 
    1916 |  11.828971 | 0.004965 |      601      | 0.001000 | Yes 
    1917 |  11.833936 | 0.004965 |      79      | 0.001000 | Yes 
    1918 |  11.838901 | 0.004965 |      109      | 0.000987 | Yes 
    1919 |  11.843867 | 0.004965 |      254      | 0.000994 | Yes 
    1920 |  11.848832 | 0.004965 |      288      | 0.000987 | Yes 
    1921 |  11.853797 | 0.004965 |      216      | 0.000997 | Yes 
    1922 |  11.858762 | 0.004965 |      157      | 0.000984 | Yes 
    1923 |  11.863727 | 0.004965 |      239      | 0.000994 | Yes 
    1924 |  11.868692 | 0.004965 |      47      | 0.000998 | Yes 
    1925 |  11.873657 | 0.004965 |      58      | 0.000988 | Yes 
