It.no.|   Time    |time step |SOR iterations | residual | SOR converged 
    2658 |  15.513030 | 0.004965 |      34      | 0.000989 | Yes 
    2659 |  15.517995 | 0.004965 |      113      | 0.000996 | Yes 
    2660 |  15.522960 | 0.004965 |      138      | 0.000989 | Yes 
    2661 |  15.527925 | 0.004965 |      118      | 0.000999 | Yes 
    2662 |  15.532890 | 0.004965 |      154      | 0.000992 | Yes 
    2663 |  15.537855 | 0.004965 |      290      | 0.000991 | Yes 
    2664 |  15.542820 | 0.004965 |      210      | 0.000989 | Yes 
    2665 |  15.547785 | 0.004965 |      163      | 0.000985 | Yes 
    2666 |  15.552750 | 0.004965 |      164      | 0.000988 | Yes 
    2667 |  15.557715 | 0.004965 |      143      | 0.000988 | Yes 
    2668 |  15.562681 | 0.004965 |      133      | 0.000981 | Yes 
    2669 |  15.567646 | 0.004965 |      62      | 0.000985 | Yes 
    2670 |  15.572611 | 0.004965 |      82      | 0.000982 | Yes 
    2671 |  15.577576 | 0.004965 |      90      | 0.000995 | Yes 
    2672 |  15.582541 | 0.004965 |      92      | 0.000981 | Yes 
    2673 |  15.587506 | 0.004965 |      92      | 0.000996 | Yes 
    2674 |  15.592471 | 0.004965 |      396      | 0.000985 | Yes 
    2675 |  15.597436 | 0.004965 |      673      | 0.000994 | Yes 
    2676 |  15.602401 | 0.004965 |      690      | 0.000995 | Yes 
    2677 |  15.607366 | 0.004965 |      145      | 0.000988 | Yes 
    2678 |  15.612331 | 0.004965 |      185      | 0.000998 | Yes 
    2679 |  15.617296 | 0.004965 |      226      | 0.001000 | Yes 
    2680 |  15.622261 | 0.004965 |      195      | 0.000993 | Yes 
    2681 |  15.627226 | 0.004965 |      96      | 0.000989 | Yes 
    2682 |  15.632191 | 0.004965 |      181      | 0.000991 | Yes 
    2683 |  15.637156 | 0.004965 |      154      | 0.000994 | Yes 
    2684 |  15.642121 | 0.004965 |      278      | 0.000999 | Yes 
    2685 |  15.647086 | 0.004965 |      226      | 0.000989 | Yes 
    2686 |  15.652051 | 0.004965 |      146      | 0.000998 | Yes 
    2687 |  15.657016 | 0.004965 |      209      | 0.000995 | Yes 
    2688 |  15.661981 | 0.004965 |      147      | 0.000989 | Yes 
    2689 |  15.666946 | 0.004965 |      107      | 0.000995 | Yes 
    2690 |  15.671911 | 0.004965 |      129      | 0.000996 | Yes 
    2691 |  15.676876 | 0.004965 |      25      | 0.000997 | Yes 
    2692 |  15.681841 | 0.004965 |      32      | 0.000992 | Yes 
    2693 |  15.686806 | 0.004965 |      134      | 0.000992 | Yes 
    2694 |  15.691772 | 0.004965 |      164      | 0.000992 | Yes 
    2695 |  15.696737 | 0.004965 |      142      | 0.000994 | Yes 
    2696 |  15.701702 | 0.004965 |      76      | 0.000981 | Yes 
    2697 |  15.706667 | 0.004965 |      246      | 0.001000 | Yes 
    2698 |  15.711632 | 0.004965 |      225      | 0.000989 | Yes 
    2699 |  15.716597 | 0.004965 |      153      | 0.000995 | Yes 
    2700 |  15.721562 | 0.004965 |      172      | 0.000992 | Yes 
    2701 |  15.726527 | 0.004965 |      211      | 0.000997 | Yes 
    2702 |  15.731492 | 0.004965 |      148      | 0.000993 | Yes 
    2703 |  15.736457 | 0.004965 |      172      | 0.000989 | Yes 
    2704 |  15.741422 | 0.004965 |      149      | 0.000989 | Yes 
    2705 |  15.746387 | 0.004965 |      295      | 0.000988 | Yes 
    2706 |  15.751352 | 0.004965 |      36      | 0.000998 | Yes 
    2707 |  15.756317 | 0.004965 |      106      | 0.000993 | Yes 
    2708 |  15.761282 | 0.004965 |      131      | 0.000997 | Yes 
    2709 |  15.766247 | 0.004965 |      207      | 0.000996 | Yes 
    2710 |  15.771212 | 0.004965 |      131      | 0.001000 | Yes 
    2711 |  15.776177 | 0.004965 |      70      | 0.000995 | Yes 
    2712 |  15.781142 | 0.004965 |      66      | 0.000994 | Yes 
    2713 |  15.786107 | 0.004965 |      205      | 0.000988 | Yes 
    2714 |  15.791072 | 0.004965 |      514      | 0.000999 | Yes 
    2715 |  15.796037 | 0.004965 |      508      | 0.000994 | Yes 
    2716 |  15.801002 | 0.004965 |      65      | 0.000990 | Yes 
    2717 |  15.805967 | 0.004965 |      58      | 0.000985 | Yes 
    2718 |  15.810932 | 0.004965 |      189      | 0.000996 | Yes 
    2719 |  15.815897 | 0.004965 |      192      | 0.000992 | Yes 
    2720 |  15.820863 | 0.004965 |      24      | 0.000925 | Yes 
    2721 |  15.825828 | 0.004965 |      24      | 0.000923 | Yes 
    2722 |  15.830793 | 0.004965 |      35      | 0.000992 | Yes 
    2723 |  15.835758 | 0.004965 |      59      | 0.000978 | Yes 
    2724 |  15.840723 | 0.004965 |      80      | 0.000990 | Yes 
    2725 |  15.845688 | 0.004965 |      37      | 0.000988 | Yes 
    2726 |  15.850653 | 0.004965 |      53      | 0.000996 | Yes 
    2727 |  15.855618 | 0.004965 |      55      | 0.000990 | Yes 
    2728 |  15.860583 | 0.004965 |      27      | 0.000974 | Yes 
    2729 |  15.865548 | 0.004965 |      286      | 0.000998 | Yes 
    2730 |  15.870513 | 0.004965 |      349      | 0.000990 | Yes 
    2731 |  15.875478 | 0.004965 |      366      | 0.000989 | Yes 
    2732 |  15.880443 | 0.004965 |      102      | 0.000993 | Yes 
    2733 |  15.885408 | 0.004965 |      61      | 0.000992 | Yes 
    2734 |  15.890373 | 0.004965 |      64      | 0.000991 | Yes 
    2735 |  15.895338 | 0.004965 |      41      | 0.000997 | Yes 
    2736 |  15.900303 | 0.004965 |      18      | 0.000937 | Yes 
    2737 |  15.905268 | 0.004965 |      21      | 0.000870 | Yes 
    2738 |  15.910233 | 0.004965 |      99      | 0.000995 | Yes 
    2739 |  15.915198 | 0.004965 |      65      | 0.000991 | Yes 
    2740 |  15.920163 | 0.004965 |      16      | 0.000851 | Yes 
    2741 |  15.925128 | 0.004965 |      47      | 0.000982 | Yes 
    2742 |  15.930093 | 0.004965 |      35      | 0.000993 | Yes 
    2743 |  15.935058 | 0.004965 |      37      | 0.000979 | Yes 
    2744 |  15.940023 | 0.004965 |      71      | 0.000986 | Yes 
    2745 |  15.944988 | 0.004965 |      29      | 0.000993 | Yes 
    2746 |  15.949954 | 0.004965 |      29      | 0.000992 | Yes 
    2747 |  15.954919 | 0.004965 |      20      | 0.000992 | Yes 
    2748 |  15.959884 | 0.004965 |      30      | 0.000992 | Yes 
    2749 |  15.964849 | 0.004965 |      31      | 0.000994 | Yes 
    2750 |  15.969814 | 0.004965 |      42      | 0.000993 | Yes 
    2751 |  15.974779 | 0.004965 |      52      | 0.000990 | Yes 
    2752 |  15.979744 | 0.004965 |      30      | 0.000995 | Yes 
    2753 |  15.984709 | 0.004965 |      26      | 0.000999 | Yes 
    2754 |  15.989674 | 0.004965 |      21      | 0.000977 | Yes 
    2755 |  15.994639 | 0.004965 |      22      | 0.000957 | Yes 
    2756 |  15.999604 | 0.004965 |      90      | 0.000993 | Yes 
    2757 |  16.004569 | 0.004965 |      82      | 0.000997 | Yes 
    2758 |  16.009534 | 0.004965 |      70      | 0.000987 | Yes 
    2759 |  16.014499 | 0.004965 |      106      | 0.000989 | Yes 
    2760 |  16.019464 | 0.004965 |      74      | 0.000997 | Yes 
    2761 |  16.024429 | 0.004965 |      33      | 0.000947 | Yes 
    2762 |  16.029394 | 0.004965 |      53      | 0.000982 | Yes 
    2763 |  16.034359 | 0.004965 |      25      | 0.000943 | Yes 
    2764 |  16.039324 | 0.004965 |      26      | 0.000990 | Yes 
    2765 |  16.044289 | 0.004965 |      49      | 0.000994 | Yes 
    2766 |  16.049254 | 0.004965 |      31      | 0.000950 | Yes 
    2767 |  16.054219 | 0.004965 |      79      | 0.000990 | Yes 
    2768 |  16.059184 | 0.004965 |      25      | 0.000991 | Yes 
    2769 |  16.064149 | 0.004965 |      17      | 0.000977 | Yes 
    2770 |  16.069114 | 0.004965 |      17      | 0.000914 | Yes 
    2771 |  16.074079 | 0.004965 |      36      | 0.000986 | Yes 
    2772 |  16.079045 | 0.004965 |      46      | 0.000996 | Yes 
    2773 |  16.084010 | 0.004965 |      70      | 0.000988 | Yes 
    2774 |  16.088975 | 0.004965 |      30      | 0.000962 | Yes 
    2775 |  16.093940 | 0.004965 |      16      | 0.000875 | Yes 
    2776 |  16.098905 | 0.004965 |      204      | 0.000989 | Yes 
    2777 |  16.103870 | 0.004965 |      287      | 0.000995 | Yes 
    2778 |  16.108835 | 0.004965 |      405      | 0.000991 | Yes 
    2779 |  16.113800 | 0.004965 |      356      | 0.000993 | Yes 
    2780 |  16.118765 | 0.004965 |      129      | 0.000989 | Yes 
    2781 |  16.123730 | 0.004965 |      19      | 0.000965 | Yes 
    2782 |  16.128695 | 0.004965 |      19      | 0.000958 | Yes 
    2783 |  16.133660 | 0.004965 |      55      | 0.000997 | Yes 
    2784 |  16.138625 | 0.004965 |      69      | 0.000997 | Yes 
    2785 |  16.143590 | 0.004965 |      127      | 0.000989 | Yes 
    2786 |  16.148555 | 0.004965 |      24      | 0.000971 | Yes 
    2787 |  16.153520 | 0.004965 |      65      | 0.000994 | Yes 
    2788 |  16.158485 | 0.004965 |      45      | 0.000989 | Yes 
    2789 |  16.163450 | 0.004965 |      33      | 0.000996 | Yes 
    2790 |  16.168415 | 0.004965 |      32      | 0.000999 | Yes 
    2791 |  16.173380 | 0.004965 |      25      | 0.000986 | Yes 
    2792 |  16.178345 | 0.004965 |      166      | 0.000997 | Yes 
    2793 |  16.183310 | 0.004965 |      194      | 0.000992 | Yes 
    2794 |  16.188275 | 0.004965 |      23      | 0.000939 | Yes 
    2795 |  16.193240 | 0.004965 |      35      | 0.000950 | Yes 
    2796 |  16.198205 | 0.004965 |      37      | 0.000988 | Yes 
    2797 |  16.203171 | 0.004965 |      35      | 0.000997 | Yes 
    2798 |  16.208136 | 0.004965 |      116      | 0.000992 | Yes 
    2799 |  16.213101 | 0.004965 |      220      | 0.000989 | Yes 
    2800 |  16.218066 | 0.004965 |      266      | 0.000992 | Yes 
    2801 |  16.223031 | 0.004965 |      291      | 0.000998 | Yes 
    2802 |  16.227996 | 0.004965 |      74      | 0.000996 | Yes 
    2803 |  16.232961 | 0.004965 |      104      | 0.000997 | Yes 
    2804 |  16.237926 | 0.004965 |      197      | 0.000991 | Yes 
    2805 |  16.242891 | 0.004965 |      138      | 0.000990 | Yes 
    2806 |  16.247856 | 0.004965 |      87      | 0.000990 | Yes 
    2807 |  16.252821 | 0.004965 |      27      | 0.000946 | Yes 
    2808 |  16.257786 | 0.004965 |      45      | 0.000998 | Yes 
    2809 |  16.262751 | 0.004965 |      147      | 0.000991 | Yes 
    2810 |  16.267716 | 0.004965 |      185      | 0.000990 | Yes 
    2811 |  16.272681 | 0.004965 |      146      | 0.000996 | Yes 
    2812 |  16.277646 | 0.004965 |      34      | 0.000923 | Yes 
    2813 |  16.282611 | 0.004965 |      100      | 0.000996 | Yes 
    2814 |  16.287576 | 0.004965 |      252      | 0.000993 | Yes 
    2815 |  16.292541 | 0.004965 |      342      | 0.000990 | Yes 
    2816 |  16.297506 | 0.004965 |      350      | 0.000997 | Yes 
    2817 |  16.302471 | 0.004965 |      79      | 0.000995 | Yes 
    2818 |  16.307436 | 0.004965 |      33      | 0.000994 | Yes 
    2819 |  16.312401 | 0.004965 |      73      | 0.000991 | Yes 
    2820 |  16.317366 | 0.004965 |      126      | 0.000997 | Yes 
    2821 |  16.322331 | 0.004965 |      43      | 0.000992 | Yes 
    2822 |  16.327296 | 0.004965 |      296      | 0.000987 | Yes 
    2823 |  16.332262 | 0.004965 |      221      | 0.000980 | Yes 
    2824 |  16.337227 | 0.004965 |      55      | 0.000981 | Yes 
    2825 |  16.342192 | 0.004965 |      340      | 0.000990 | Yes 
    2826 |  16.347157 | 0.004965 |      264      | 0.000995 | Yes 
    2827 |  16.352122 | 0.004965 |      329      | 0.000998 | Yes 
    2828 |  16.357087 | 0.004965 |      625      | 0.000990 | Yes 
    2829 |  16.362052 | 0.004965 |      625      | 0.000992 | Yes 
    2830 |  16.367017 | 0.004965 |      184      | 0.000998 | Yes 
    2831 |  16.371982 | 0.004965 |      78      | 0.000985 | Yes 
    2832 |  16.376947 | 0.004965 |      40      | 0.000983 | Yes 
    2833 |  16.381912 | 0.004965 |      245      | 0.000998 | Yes 
    2834 |  16.386877 | 0.004965 |      297      | 0.001000 | Yes 
    2835 |  16.391842 | 0.004965 |      220      | 0.000986 | Yes 
    2836 |  16.396807 | 0.004965 |      113      | 0.000977 | Yes 
    2837 |  16.401772 | 0.004965 |      341      | 0.000988 | Yes 
    2838 |  16.406737 | 0.004965 |      265      | 0.000994 | Yes 
    2839 |  16.411702 | 0.004965 |      330      | 0.000983 | Yes 
    2840 |  16.416667 | 0.004965 |      625      | 0.000999 | Yes 
    2841 |  16.421632 | 0.004965 |      626      | 0.000992 | Yes 
    2842 |  16.426597 | 0.004965 |      69      | 0.000990 | Yes 
    2843 |  16.431562 | 0.004965 |      31      | 0.000959 | Yes 
    2844 |  16.436527 | 0.004965 |      297      | 0.000980 | Yes 
    2845 |  16.441492 | 0.004965 |      280      | 0.000995 | Yes 
    2846 |  16.446457 | 0.004965 |      228      | 0.000991 | Yes 
    2847 |  16.451422 | 0.004965 |      317      | 0.000990 | Yes 
    2848 |  16.456387 | 0.004965 |      258      | 0.000994 | Yes 
    2849 |  16.461353 | 0.004965 |      330      | 0.000997 | Yes 
    2850 |  16.466318 | 0.004965 |      273      | 0.000994 | Yes 
    2851 |  16.471283 | 0.004965 |      333      | 0.000991 | Yes 
    2852 |  16.476248 | 0.004965 |      635      | 0.000993 | Yes 
    2853 |  16.481213 | 0.004965 |      637      | 0.000990 | Yes 
    2854 |  16.486178 | 0.004965 |      158      | 0.000999 | Yes 
    2855 |  16.491143 | 0.004965 |      109      | 0.000999 | Yes 
    2856 |  16.496108 | 0.004965 |      225      | 0.000994 | Yes 
    2857 |  16.501073 | 0.004965 |      262      | 0.000988 | Yes 
    2858 |  16.506038 | 0.004965 |      242      | 0.000991 | Yes 
    2859 |  16.511003 | 0.004965 |      239      | 0.000993 | Yes 
    2860 |  16.515968 | 0.004965 |      272      | 0.000983 | Yes 
    2861 |  16.520933 | 0.004965 |      275      | 0.000984 | Yes 
    2862 |  16.525898 | 0.004965 |      72      | 0.000993 | Yes 
    2863 |  16.530863 | 0.004965 |      46      | 0.000980 | Yes 
    2864 |  16.535828 | 0.004965 |      74      | 0.000982 | Yes 
    2865 |  16.540793 | 0.004965 |      144      | 0.000991 | Yes 
    2866 |  16.545758 | 0.004965 |      135      | 0.000994 | Yes 
    2867 |  16.550723 | 0.004965 |      358      | 0.000997 | Yes 
    2868 |  16.555688 | 0.004965 |      673      | 0.000999 | Yes 
    2869 |  16.560653 | 0.004965 |      682      | 0.000995 | Yes 
    2870 |  16.565618 | 0.004965 |      100      | 0.000994 | Yes 
    2871 |  16.570583 | 0.004965 |      140      | 0.000998 | Yes 
    2872 |  16.575548 | 0.004965 |      57      | 0.000975 | Yes 
    2873 |  16.580513 | 0.004965 |      84      | 0.000988 | Yes 
    2874 |  16.585478 | 0.004965 |      123      | 0.000994 | Yes 
    2875 |  16.590444 | 0.004965 |      196      | 0.000997 | Yes 
    2876 |  16.595409 | 0.004965 |      161      | 0.000993 | Yes 
    2877 |  16.600374 | 0.004965 |      291      | 0.000991 | Yes 
    2878 |  16.605339 | 0.004965 |      221      | 0.000998 | Yes 
    2879 |  16.610304 | 0.004965 |      172      | 0.000994 | Yes 
    2880 |  16.615269 | 0.004965 |      242      | 0.000992 | Yes 
    2881 |  16.620234 | 0.004965 |      237      | 0.000994 | Yes 
    2882 |  16.625199 | 0.004965 |      205      | 0.000991 | Yes 
    2883 |  16.630164 | 0.004965 |      415      | 0.000991 | Yes 
    2884 |  16.635129 | 0.004965 |      390      | 0.000995 | Yes 
    2885 |  16.640094 | 0.004965 |      303      | 0.000989 | Yes 
    2886 |  16.645059 | 0.004965 |      283      | 0.000986 | Yes 
    2887 |  16.650024 | 0.004965 |      584      | 0.000999 | Yes 
    2888 |  16.654989 | 0.004965 |      553      | 0.000997 | Yes 
    2889 |  16.659954 | 0.004965 |      335      | 0.000993 | Yes 
    2890 |  16.664919 | 0.004965 |      320      | 0.000992 | Yes 
    2891 |  16.669884 | 0.004965 |      207      | 0.000993 | Yes 
    2892 |  16.674849 | 0.004965 |      27      | 0.000959 | Yes 
    2893 |  16.679814 | 0.004965 |      46      | 0.000986 | Yes 
    2894 |  16.684779 | 0.004965 |      306      | 0.000990 | Yes 
    2895 |  16.689744 | 0.004965 |      229      | 0.001000 | Yes 
    2896 |  16.694709 | 0.004965 |      66      | 0.000988 | Yes 
    2897 |  16.699674 | 0.004965 |      104      | 0.000994 | Yes 
    2898 |  16.704639 | 0.004965 |      360      | 0.001000 | Yes 
    2899 |  16.709604 | 0.004965 |      635      | 0.000998 | Yes 
    2900 |  16.714569 | 0.004965 |      637      | 0.000995 | Yes 
    2901 |  16.719535 | 0.004965 |      124      | 0.000993 | Yes 
    2902 |  16.724500 | 0.004965 |      88      | 0.000998 | Yes 
    2903 |  16.729465 | 0.004965 |      306      | 0.001000 | Yes 
    2904 |  16.734430 | 0.004965 |      283      | 0.000991 | Yes 
    2905 |  16.739395 | 0.004965 |      468      | 0.000994 | Yes 
    2906 |  16.744360 | 0.004965 |      426      | 0.000992 | Yes 
    2907 |  16.749325 | 0.004965 |      168      | 0.000999 | Yes 
    2908 |  16.754290 | 0.004965 |      163      | 0.000988 | Yes 
    2909 |  16.759255 | 0.004965 |      336      | 0.000998 | Yes 
    2910 |  16.764220 | 0.004965 |      275      | 0.000992 | Yes 
    2911 |  16.769185 | 0.004965 |      39      | 0.000960 | Yes 
    2912 |  16.774150 | 0.004965 |      87      | 0.000991 | Yes 
    2913 |  16.779115 | 0.004965 |      126      | 0.000997 | Yes 
    2914 |  16.784080 | 0.004965 |      311      | 0.000992 | Yes 
    2915 |  16.789045 | 0.004965 |      235      | 0.000987 | Yes 
    2916 |  16.794010 | 0.004965 |      111      | 0.000981 | Yes 
    2917 |  16.798975 | 0.004965 |      349      | 0.000994 | Yes 
    2918 |  16.803940 | 0.004965 |      627      | 0.000994 | Yes 
    2919 |  16.808905 | 0.004965 |      624      | 0.000994 | Yes 
    2920 |  16.813870 | 0.004965 |      111      | 0.000988 | Yes 
    2921 |  16.818835 | 0.004965 |      256      | 0.000999 | Yes 
    2922 |  16.823800 | 0.004965 |      277      | 0.000998 | Yes 
    2923 |  16.828765 | 0.004965 |      71      | 0.000991 | Yes 
    2924 |  16.833730 | 0.004965 |      195      | 0.000999 | Yes 
    2925 |  16.838695 | 0.004965 |      144      | 0.001000 | Yes 
    2926 |  16.843661 | 0.004965 |      193      | 0.000995 | Yes 
    2927 |  16.848626 | 0.004965 |      222      | 0.000999 | Yes 
    2928 |  16.853591 | 0.004965 |      309      | 0.000985 | Yes 
    2929 |  16.858556 | 0.004965 |      233      | 0.000987 | Yes 
    2930 |  16.863521 | 0.004965 |      139      | 0.000999 | Yes 
    2931 |  16.868486 | 0.004965 |      352      | 0.000999 | Yes 
    2932 |  16.873451 | 0.004965 |      620      | 0.000993 | Yes 
    2933 |  16.878416 | 0.004965 |      617      | 0.000994 | Yes 
